brand,model,issue_type,part_name,tier,price,labor,compatible_models,warranty,turnaround,source_hub
Infinix,Hot 30i,Battery,Li-ion Battery,Standard (HQ),400,400,,6 months,45 mins,Dharampeth Hub
Infinix,Hot 30i,Battery,Li-ion Battery,Compatible (Budget),200,400,,1-3 months,45 mins,"Modi No. 3, Sitabuldi"
Infinix,Hot 30i,Charging port,USB/Charging Sub-board,Premium (OEM),400,400,,12 months,1 hour,Telipura Market
Infinix,Hot 30i,Charging port,USB/Charging Sub-board,Standard (HQ),200,400,,6 months,1 hour,Rahul Bazar
Infinix,Hot 30i,Charging port,USB/Charging Sub-board,Compatible (Budget),100,400,Universal Infinix family,1-3 months,1 hour,"Modi No. 3, Sitabuldi"
Infinix,Hot 30i,Back Glass,Rear Panel,Premium (OEM),600,500,,12 months,2-3 hours,Telipura Market
Infinix,Hot 30i,Back Glass,Rear Panel,Standard (HQ),350,500,,6 months,2-3 hours,"Modi No. 3, Sitabuldi"
Infinix,Hot 30i,Back Glass,Rear Panel,Compatible (Budget),200,500,,None,2-3 hours,Dharampeth Hub
Infinix,Hot 30i,Camera,Camera Module,Premium (OEM),1100,500,,12 months,1-2 hours,"Modi No. 3, Sitabuldi"
Infinix,Hot 30i,Camera,Camera Module,Standard (HQ),600,500,,6 months,1-2 hours,"Modi No. 3, Sitabuldi"
Infinix,Hot 30i,Camera,Camera Module,Compatible (Budget),350,500,,1-3 months,1-2 hours,Telipura Market
Infinix,Hot 30i,Speaker/Mic,Loudspeaker/Mic Flex,Premium (OEM),250,350,,12 months,45 mins,Telipura Market
Infinix,Hot 30i,Speaker/Mic,Loudspeaker/Mic Flex,Standard (HQ),150,350,,6 months,45 mins,Telipura Market
Infinix,Hot 30i,Speaker/Mic,Loudspeaker/Mic Flex,Compatible (Budget),100,350,Universal Infinix family,1-3 months,45 mins,"Modi No. 3, Sitabuldi"
Infinix,Hot 30i,Motherboard,Logic Board Repair,Premium (OEM),2000,2000,,12 months,1-2 days,Dharampeth Hub
Infinix,Hot 30i,Motherboard,Logic Board Repair,Standard (HQ),1100,2000,,6 months,1-2 days,Rahul Bazar
Infinix,Hot 30i,Motherboard,Logic Board Repair,Compatible (Budget),600,2000,,1-3 months,1-2 days,Rahul Bazar
Infinix,Hot 30i,Buttons/Flex,Power/Volume Flex,Premium (OEM),250,350,,12 months,1 hour,Telipura Market
Infinix,Hot 30i,Buttons/Flex,Power/Volume Flex,Standard (HQ),150,350,,6 months,1 hour,Telipura Market
Infinix,Hot 30i,Buttons/Flex,Power/Volume Flex,Compatible (Budget),100,350,Universal Infinix family,1-3 months,1 hour,"Modi No. 3, Sitabuldi"
Infinix,Hot 30i,Water damage,Water Damage Service,Premium (OEM),500,1000,,Testing Only,5-6 hours,Rahul Bazar
Infinix,Hot 30i,Water damage,Water Damage Service,Standard (HQ),300,1000,,Testing Only,5-6 hours,Telipura Market
Infinix,Hot 30i,Water damage,Water Damage Service,Compatible (Budget),150,1000,,None,5-6 hours,Dharampeth Hub
Infinix,Note 30 5G,Screen,Display Assembly,Premium (OEM),4000,800,,12 months,1-2 hours,Dharampeth Hub
Infinix,Note 30 5G,Screen,Display Assembly,Standard (HQ),2200,800,,6 months,1-2 hours,Telipura Market
Infinix,Note 30 5G,Screen,Display Assembly,Compatible (Budget),1200,800,,1 month,1-2 hours,Telipura Market
Infinix,Note 30 5G,Battery,Li-ion Battery,Premium (OEM),1200,400,,12 months,45 mins,Rahul Bazar
Infinix,Note 30 5G,Battery,Li-ion Battery,Standard (HQ),650,400,,6 months,45 mins,Rahul Bazar
Infinix,Note 30 5G,Battery,Li-ion Battery,Compatible (Budget),350,400,,1-3 months,45 mins,"Modi No. 3, Sitabuldi"
Infinix,Note 30 5G,Charging port,USB/Charging Sub-board,Premium (OEM),600,400,,12 months,1 hour,Rahul Bazar
Infinix,Note 30 5G,Charging port,USB/Charging Sub-board,Standard (HQ),350,400,,6 months,1 hour,Dharampeth Hub
Infinix,Note 30 5G,Charging port,USB/Charging Sub-board,Compatible (Budget),200,400,Universal Infinix family,1-3 months,1 hour,Dharampeth Hub
Infinix,Note 30 5G,Back Glass,Rear Panel,Premium (OEM),1000,500,,12 months,2-3 hours,Telipura Market
Infinix,Note 30 5G,Back Glass,Rear Panel,Standard (HQ),550,500,,6 months,2-3 hours,Rahul Bazar
Infinix,Note 30 5G,Back Glass,Rear Panel,Compatible (Budget),300,500,,None,2-3 hours,"Modi No. 3, Sitabuldi"
Infinix,Note 30 5G,Camera,Camera Module,Premium (OEM),1800,500,,12 months,1-2 hours,Dharampeth Hub
Infinix,Note 30 5G,Camera,Camera Module,Standard (HQ),1000,500,,6 months,1-2 hours,Dharampeth Hub
Infinix,Note 30 5G,Camera,Camera Module,Compatible (Budget),550,500,,1-3 months,1-2 hours,"Modi No. 3, Sitabuldi"
Infinix,Note 30 5G,Speaker/Mic,Loudspeaker/Mic Flex,Premium (OEM),400,350,,12 months,45 mins,"Modi No. 3, Sitabuldi"
Infinix,Note 30 5G,Speaker/Mic,Loudspeaker/Mic Flex,Standard (HQ),200,350,,6 months,45 mins,Dharampeth Hub
Infinix,Note 30 5G,Speaker/Mic,Loudspeaker/Mic Flex,Compatible (Budget),100,350,Universal Infinix family,1-3 months,45 mins,Dharampeth Hub
Infinix,Note 30 5G,Motherboard,Logic Board Repair,Premium (OEM),3200,2000,,12 months,1-2 days,"Modi No. 3, Sitabuldi"
Infinix,Note 30 5G,Motherboard,Logic Board Repair,Standard (HQ),1750,2000,,6 months,1-2 days,Dharampeth Hub
Infinix,Note 30 5G,Motherboard,Logic Board Repair,Compatible (Budget),950,2000,,1-3 months,1-2 days,Telipura Market
Infinix,Note 30 5G,Buttons/Flex,Power/Volume Flex,Premium (OEM),400,350,,12 months,1 hour,Telipura Market
Infinix,Note 30 5G,Buttons/Flex,Power/Volume Flex,Standard (HQ),200,350,,6 months,1 hour,"Modi No. 3, Sitabuldi"
Infinix,Note 30 5G,Buttons/Flex,Power/Volume Flex,Compatible (Budget),100,350,Universal Infinix family,1-3 months,1 hour,Rahul Bazar
Infinix,Note 30 5G,Water damage,Water Damage Service,Premium (OEM),800,1000,,Testing Only,5-6 hours,"Modi No. 3, Sitabuldi"
Infinix,Note 30 5G,Water damage,Water Damage Service,Standard (HQ),450,1000,,Testing Only,5-6 hours,"Modi No. 3, Sitabuldi"
Infinix,Note 30 5G,Water damage,Water Damage Service,Compatible (Budget),250,1000,,None,5-6 hours,Rahul Bazar
Infinix,Zero 30,Screen,Display Assembly,Premium (OEM),7500,800,,12 months,1-2 hours,Rahul Bazar
Infinix,Zero 30,Screen,Display Assembly,Standard (HQ),4100,800,,6 months,1-2 hours,Rahul Bazar
Infinix,Zero 30,Screen,Display Assembly,Compatible (Budget),2250,800,,1 month,1-2 hours,Telipura Market
Infinix,Zero 30,Battery,Li-ion Battery,Premium (OEM),2250,400,,12 months,45 mins,Dharampeth Hub
Infinix,Zero 30,Battery,Li-ion Battery,Standard (HQ),1250,400,,6 months,45 mins,Telipura Market
Infinix,Zero 30,Battery,Li-ion Battery,Compatible (Budget),700,400,,1-3 months,45 mins,Dharampeth Hub
Infinix,Zero 30,Charging port,USB/Charging Sub-board,Premium (OEM),1100,400,,12 months,1 hour,Telipura Market
Infinix,Zero 30,Charging port,USB/Charging Sub-board,Standard (HQ),600,400,,6 months,1 hour,Dharampeth Hub
Infinix,Zero 30,Charging port,USB/Charging Sub-board,Compatible (Budget),350,400,Universal Infinix family,1-3 months,1 hour,Telipura Market
Infinix,Zero 30,Back Glass,Rear Panel,Premium (OEM),1900,500,,12 months,2-3 hours,Rahul Bazar
Infinix,Zero 30,Back Glass,Rear Panel,Standard (HQ),1050,500,,6 months,2-3 hours,"Modi No. 3, Sitabuldi"
Infinix,Zero 30,Back Glass,Rear Panel,Compatible (Budget),550,500,,None,2-3 hours,Telipura Market
Infinix,Zero 30,Camera,Camera Module,Premium (OEM),3400,500,,12 months,1-2 hours,Dharampeth Hub
Infinix,Zero 30,Camera,Camera Module,Standard (HQ),1850,500,,6 months,1-2 hours,Rahul Bazar
Infinix,Zero 30,Camera,Camera Module,Compatible (Budget),1000,500,,1-3 months,1-2 hours,Telipura Market
Infinix,Zero 30,Speaker/Mic,Loudspeaker/Mic Flex,Premium (OEM),750,350,,12 months,45 mins,Telipura Market
Infinix,Zero 30,Speaker/Mic,Loudspeaker/Mic Flex,Standard (HQ),400,350,,6 months,45 mins,Rahul Bazar
Infinix,Zero 30,Speaker/Mic,Loudspeaker/Mic Flex,Compatible (Budget),200,350,Universal Infinix family,1-3 months,45 mins,Telipura Market
Infinix,Zero 30,Motherboard,Logic Board Repair,Premium (OEM),6000,2000,,12 months,1-2 days,"Modi No. 3, Sitabuldi"
Infinix,Zero 30,Motherboard,Logic Board Repair,Standard (HQ),3300,2000,,6 months,1-2 days,Telipura Market
Infinix,Zero 30,Motherboard,Logic Board Repair,Compatible (Budget),1800,2000,,1-3 months,1-2 days,"Modi No. 3, Sitabuldi"
Infinix,Zero 30,Buttons/Flex,Power/Volume Flex,Premium (OEM),750,350,,12 months,1 hour,"Modi No. 3, Sitabuldi"
Infinix,Zero 30,Buttons/Flex,Power/Volume Flex,Standard (HQ),400,350,,6 months,1 hour,Rahul Bazar
Infinix,Zero 30,Buttons/Flex,Power/Volume Flex,Compatible (Budget),200,350,Universal Infinix family,1-3 months,1 hour,Telipura Market
Infinix,Zero 30,Water damage,Water Damage Service,Premium (OEM),1500,1000,,Testing Only,5-6 hours,Rahul Bazar
Infinix,Zero 30,Water damage,Water Damage Service,Standard (HQ),850,1000,,Testing Only,5-6 hours,Telipura Market
Infinix,Zero 30,Water damage,Water Damage Service,Compatible (Budget),450,1000,,None,5-6 hours,Telipura Market
Tecno,Spark 10 Pro,Screen,Display Assembly,Premium (OEM),2800,800,,12 months,1-2 hours,Dharampeth Hub
Tecno,Spark 10 Pro,Screen,Display Assembly,Standard (HQ),1550,800,,6 months,1-2 hours,Telipura Market
Tecno,Spark 10 Pro,Screen,Display Assembly,Compatible (Budget),850,800,,1 month,1-2 hours,Rahul Bazar
Tecno,Spark 10 Pro,Battery,Li-ion Battery,Premium (OEM),850,400,,12 months,45 mins,"Modi No. 3, Sitabuldi"
Tecno,Spark 10 Pro,Battery,Li-ion Battery,Standard (HQ),450,400,,6 months,45 mins,Telipura Market
Tecno,Spark 10 Pro,Battery,Li-ion Battery,Compatible (Budget),250,400,,1-3 months,45 mins,Dharampeth Hub
Tecno,Spark 10 Pro,Charging port,USB/Charging Sub-board,Premium (OEM),400,400,,12 months,1 hour,Rahul Bazar
Tecno,Spark 10 Pro,Charging port,USB/Charging Sub-board,Standard (HQ),250,400,,6 months,1 hour,Telipura Market
Tecno,Spark 10 Pro,Charging port,USB/Charging Sub-board,Compatible (Budget),150,400,Universal Tecno family,1-3 months,1 hour,Rahul Bazar
Tecno,Spark 10 Pro,Back Glass,Rear Panel,Premium (OEM),700,500,,12 months,2-3 hours,Dharampeth Hub
Tecno,Spark 10 Pro,Back Glass,Rear Panel,Standard (HQ),400,500,,6 months,2-3 hours,Dharampeth Hub
Tecno,Spark 10 Pro,Back Glass,Rear Panel,Compatible (Budget),200,500,,None,2-3 hours,Rahul Bazar
Tecno,Spark 10 Pro,Camera,Camera Module,Premium (OEM),1250,500,,12 months,1-2 hours,Telipura Market
Tecno,Spark 10 Pro,Camera,Camera Module,Standard (HQ),700,500,,6 months,1-2 hours,"Modi No. 3, Sitabuldi"
Tecno,Spark 10 Pro,Camera,Camera Module,Compatible (Budget),400,500,,1-3 months,1-2 hours,Dharampeth Hub
Tecno,Spark 10 Pro,Speaker/Mic,Loudspeaker/Mic Flex,Premium (OEM),300,350,,12 months,45 mins,Telipura Market
Tecno,Spark 10 Pro,Speaker/Mic,Loudspeaker/Mic Flex,Standard (HQ),150,350,,6 months,45 mins,Telipura Market
Tecno,Spark 10 Pro,Speaker/Mic,Loudspeaker/Mic Flex,Compatible (Budget),100,350,Universal Tecno family,1-3 months,45 mins,"Modi No. 3, Sitabuldi"
Tecno,Spark 10 Pro,Motherboard,Logic Board Repair,Premium (OEM),2250,2000,,12 months,1-2 days,Dharampeth Hub
Tecno,Spark 10 Pro,Motherboard,Logic Board Repair,Standard (HQ),1250,2000,,6 months,1-2 days,Dharampeth Hub
Tecno,Spark 10 Pro,Motherboard,Logic Board Repair,Compatible (Budget),650,2000,,1-3 months,1-2 days,Telipura Market
Tecno,Spark 10 Pro,Buttons/Flex,Power/Volume Flex,Premium (OEM),300,350,,12 months,1 hour,Telipura Market
Tecno,Spark 10 Pro,Buttons/Flex,Power/Volume Flex,Standard (HQ),150,350,,6 months,1 hour,"Modi No. 3, Sitabuldi"
Tecno,Spark 10 Pro,Buttons/Flex,Power/Volume Flex,Compatible (Budget),100,350,Universal Tecno family,1-3 months,1 hour,"Modi No. 3, Sitabuldi"
Tecno,Spark 10 Pro,Water damage,Water Damage Service,Premium (OEM),550,1000,,Testing Only,5-6 hours,Dharampeth Hub
Tecno,Spark 10 Pro,Water damage,Water Damage Service,Standard (HQ),300,1000,,Testing Only,5-6 hours,Rahul Bazar
Tecno,Spark 10 Pro,Water damage,Water Damage Service,Compatible (Budget),150,1000,,None,5-6 hours,Dharampeth Hub
Tecno,Pova 5 Pro,Screen,Display Assembly,Premium (OEM),4000,800,,12 months,1-2 hours,Telipura Market
Tecno,Pova 5 Pro,Screen,Display Assembly,Standard (HQ),2200,800,,6 months,1-2 hours,Dharampeth Hub
Tecno,Pova 5 Pro,Screen,Display Assembly,Compatible (Budget),1200,800,,1 month,1-2 hours,Rahul Bazar
Tecno,Pova 5 Pro,Battery,Li-ion Battery,Premium (OEM),1200,400,,12 months,45 mins,"Modi No. 3, Sitabuldi"
Tecno,Pova 5 Pro,Battery,Li-ion Battery,Standard (HQ),650,400,,6 months,45 mins,Rahul Bazar
Tecno,Pova 5 Pro,Battery,Li-ion Battery,Compatible (Budget),350,400,,1-3 months,45 mins,Rahul Bazar
Tecno,Pova 5 Pro,Charging port,USB/Charging Sub-board,Premium (OEM),600,400,,12 months,1 hour,Rahul Bazar
Tecno,Pova 5 Pro,Charging port,USB/Charging Sub-board,Standard (HQ),350,400,,6 months,1 hour,"Modi No. 3, Sitabuldi"
Tecno,Pova 5 Pro,Charging port,USB/Charging Sub-board,Compatible (Budget),200,400,Universal Tecno family,1-3 months,1 hour,Rahul Bazar
Tecno,Pova 5 Pro,Back Glass,Rear Panel,Premium (OEM),1000,500,,12 months,2-3 hours,Rahul Bazar
Tecno,Pova 5 Pro,Back Glass,Rear Panel,Standard (HQ),550,500,,6 months,2-3 hours,Rahul Bazar
Tecno,Pova 5 Pro,Back Glass,Rear Panel,Compatible (Budget),300,500,,None,2-3 hours,Telipura Market
Tecno,Pova 5 Pro,Camera,Camera Module,Premium (OEM),1800,500,,12 months,1-2 hours,Rahul Bazar
Tecno,Pova 5 Pro,Camera,Camera Module,Standard (HQ),1000,500,,6 months,1-2 hours,"Modi No. 3, Sitabuldi"
Tecno,Pova 5 Pro,Camera,Camera Module,Compatible (Budget),550,500,,1-3 months,1-2 hours,Rahul Bazar
Tecno,Pova 5 Pro,Speaker/Mic,Loudspeaker/Mic Flex,Premium (OEM),400,350,,12 months,45 mins,Rahul Bazar
Tecno,Pova 5 Pro,Speaker/Mic,Loudspeaker/Mic Flex,Standard (HQ),200,350,,6 months,45 mins,"Modi No. 3, Sitabuldi"
Tecno,Pova 5 Pro,Speaker/Mic,Loudspeaker/Mic Flex,Compatible (Budget),100,350,Universal Tecno family,1-3 months,45 mins,Rahul Bazar
Tecno,Pova 5 Pro,Motherboard,Logic Board Repair,Premium (OEM),3200,2000,,12 months,1-2 days,"Modi No. 3, Sitabuldi"
Tecno,Pova 5 Pro,Motherboard,Logic Board Repair,Standard (HQ),1750,2000,,6 months,1-2 days,Rahul Bazar
Tecno,Pova 5 Pro,Motherboard,Logic Board Repair,Compatible (Budget),950,2000,,1-3 months,1-2 days,"Modi No. 3, Sitabuldi"
Tecno,Pova 5 Pro,Buttons/Flex,Power/Volume Flex,Premium (OEM),400,350,,12 months,1 hour,Rahul Bazar
Tecno,Pova 5 Pro,Buttons/Flex,Power/Volume Flex,Standard (HQ),200,350,,6 months,1 hour,Rahul Bazar
Tecno,Pova 5 Pro,Buttons/Flex,Power/Volume Flex,Compatible (Budget),100,350,Universal Tecno family,1-3 months,1 hour,Telipura Market
Tecno,Pova 5 Pro,Water damage,Water Damage Service,Premium (OEM),800,1000,,Testing Only,5-6 hours,Telipura Market
Tecno,Pova 5 Pro,Water damage,Water Damage Service,Standard (HQ),450,1000,,Testing Only,5-6 hours,Rahul Bazar
Tecno,Pova 5 Pro,Water damage,Water Damage Service,Compatible (Budget),250,1000,,None,5-6 hours,Rahul Bazar
Tecno,Camon 20,Screen,Display Assembly,Premium (OEM),5500,800,,12 months,1-2 hours,Dharampeth Hub
Tecno,Camon 20,Screen,Display Assembly,Standard (HQ),3050,800,,6 months,1-2 hours,"Modi No. 3, Sitabuldi"
Tecno,Camon 20,Screen,Display Assembly,Compatible (Budget),1650,800,,1 month,1-2 hours,Dharampeth Hub
Tecno,Camon 20,Battery,Li-ion Battery,Premium (OEM),1650,400,,12 months,45 mins,Telipura Market
Tecno,Camon 20,Battery,Li-ion Battery,Standard (HQ),900,400,,6 months,45 mins,Telipura Market
Tecno,Camon 20,Battery,Li-ion Battery,Compatible (Budget),500,400,,1-3 months,45 mins,Telipura Market
Tecno,Camon 20,Charging port,USB/Charging Sub-board,Premium (OEM),800,400,,12 months,1 hour,Telipura Market
Tecno,Camon 20,Charging port,USB/Charging Sub-board,Standard (HQ),450,400,,6 months,1 hour,Rahul Bazar
Tecno,Camon 20,Charging port,USB/Charging Sub-board,Compatible (Budget),250,400,Universal Tecno family,1-3 months,1 hour,Telipura Market
Tecno,Camon 20,Back Glass,Rear Panel,Premium (OEM),1400,500,,12 months,2-3 hours,Rahul Bazar
Tecno,Camon 20,Back Glass,Rear Panel,Standard (HQ),750,500,,6 months,2-3 hours,Rahul Bazar
Tecno,Camon 20,Back Glass,Rear Panel,Compatible (Budget),400,500,,None,2-3 hours,Telipura Market
Tecno,Camon 20,Camera,Camera Module,Premium (OEM),2500,500,,12 months,1-2 hours,Telipura Market
Tecno,Camon 20,Camera,Camera Module,Standard (HQ),1350,500,,6 months,1-2 hours,"Modi No. 3, Sitabuldi"
Tecno,Camon 20,Camera,Camera Module,Compatible (Budget),750,500,,1-3 months,1-2 hours,Dharampeth Hub
Tecno,Camon 20,Speaker/Mic,Loudspeaker/Mic Flex,Premium (OEM),550,350,,12 months,45 mins,Telipura Market
Tecno,Camon 20,Speaker/Mic,Loudspeaker/Mic Flex,Standard (HQ),300,350,,6 months,45 mins,"Modi No. 3, Sitabuldi"
Tecno,Camon 20,Speaker/Mic,Loudspeaker/Mic Flex,Compatible (Budget),150,350,Universal Tecno family,1-3 months,45 mins,"Modi No. 3, Sitabuldi"
Tecno,Camon 20,Motherboard,Logic Board Repair,Premium (OEM),4400,2000,,12 months,1-2 days,Dharampeth Hub
Tecno,Camon 20,Motherboard,Logic Board Repair,Standard (HQ),2400,2000,,6 months,1-2 days,Rahul Bazar
Tecno,Camon 20,Motherboard,Logic Board Repair,Compatible (Budget),1300,2000,,1-3 months,1-2 days,Telipura Market
Tecno,Camon 20,Buttons/Flex,Power/Volume Flex,Premium (OEM),550,350,,12 months,1 hour,Dharampeth Hub
Tecno,Camon 20,Buttons/Flex,Power/Volume Flex,Standard (HQ),300,350,,6 months,1 hour,Telipura Market
Tecno,Camon 20,Buttons/Flex,Power/Volume Flex,Compatible (Budget),150,350,Universal Tecno family,1-3 months,1 hour,"Modi No. 3, Sitabuldi"
Tecno,Camon 20,Water damage,Water Damage Service,Premium (OEM),1100,1000,,Testing Only,5-6 hours,"Modi No. 3, Sitabuldi"
Tecno,Camon 20,Water damage,Water Damage Service,Standard (HQ),600,1000,,Testing Only,5-6 hours,Rahul Bazar
Tecno,Camon 20,Water damage,Water Damage Service,Compatible (Budget),350,1000,,None,5-6 hours,"Modi No. 3, Sitabuldi"
Motorola,Moto G54,Screen,Display Assembly,Premium (OEM),3800,800,,12 months,1-2 hours,"Modi No. 3, Sitabuldi"
Motorola,Moto G54,Screen,Display Assembly,Standard (HQ),2100,800,,6 months,1-2 hours,Dharampeth Hub
Motorola,Moto G54,Screen,Display Assembly,Compatible (Budget),1150,800,,1 month,1-2 hours,Telipura Market
Motorola,Moto G54,Battery,Li-ion Battery,Premium (OEM),1150,400,,12 months,45 mins,Telipura Market
Motorola,Moto G54,Battery,Li-ion Battery,Standard (HQ),650,400,,6 months,45 mins,Dharampeth Hub
Motorola,Moto G54,Battery,Li-ion Battery,Compatible (Budget),350,400,,1-3 months,45 mins,Rahul Bazar
Motorola,Moto G54,Charging port,USB/Charging Sub-board,Premium (OEM),550,400,,12 months,1 hour,Telipura Market
Motorola,Moto G54,Charging port,USB/Charging Sub-board,Standard (HQ),300,400,,6 months,1 hour,"Modi No. 3, Sitabuldi"
Motorola,Moto G54,Charging port,USB/Charging Sub-board,Compatible (Budget),150,400,Universal Motorola family,1-3 months,1 hour,Telipura Market
Motorola,Moto G54,Back Glass,Rear Panel,Premium (OEM),950,500,,12 months,2-3 hours,"Modi No. 3, Sitabuldi"
Motorola,Moto G54,Back Glass,Rear Panel,Standard (HQ),500,500,,6 months,2-3 hours,Rahul Bazar
Motorola,Moto G54,Back Glass,Rear Panel,Compatible (Budget),300,500,,None,2-3 hours,Dharampeth Hub
Motorola,Moto G54,Camera,Camera Module,Premium (OEM),1700,500,,12 months,1-2 hours,Telipura Market
Motorola,Moto G54,Camera,Camera Module,Standard (HQ),950,500,,6 months,1-2 hours,Dharampeth Hub
Motorola,Moto G54,Camera,Camera Module,Compatible (Budget),500,500,,1-3 months,1-2 hours,Telipura Market
Motorola,Moto G54,Speaker/Mic,Loudspeaker/Mic Flex,Premium (OEM),400,350,,12 months,45 mins,"Modi No. 3, Sitabuldi"
Motorola,Moto G54,Speaker/Mic,Loudspeaker/Mic Flex,Standard (HQ),200,350,,6 months,45 mins,Dharampeth Hub
Motorola,Moto G54,Speaker/Mic,Loudspeaker/Mic Flex,Compatible (Budget),100,350,Universal Motorola family,1-3 months,45 mins,Telipura Market
Motorola,Moto G54,Motherboard,Logic Board Repair,Premium (OEM),3050,2000,,12 months,1-2 days,"Modi No. 3, Sitabuldi"
Motorola,Moto G54,Motherboard,Logic Board Repair,Standard (HQ),1650,2000,,6 months,1-2 days,Dharampeth Hub
Motorola,Moto G54,Motherboard,Logic Board Repair,Compatible (Budget),900,2000,,1-3 months,1-2 days,Dharampeth Hub
Motorola,Moto G54,Buttons/Flex,Power/Volume Flex,Premium (OEM),400,350,,12 months,1 hour,Telipura Market
Motorola,Moto G54,Buttons/Flex,Power/Volume Flex,Standard (HQ),200,350,,6 months,1 hour,Telipura Market
Motorola,Moto G54,Buttons/Flex,Power/Volume Flex,Compatible (Budget),100,350,Universal Motorola family,1-3 months,1 hour,Telipura Market
Motorola,Moto G54,Water damage,Water Damage Service,Premium (OEM),750,1000,,Testing Only,5-6 hours,"Modi No. 3, Sitabuldi"
Motorola,Moto G54,Water damage,Water Damage Service,Standard (HQ),400,1000,,Testing Only,5-6 hours,Telipura Market
Motorola,Moto G54,Water damage,Water Damage Service,Compatible (Budget),250,1000,,None,5-6 hours,Dharampeth Hub
Motorola,Moto Edge 40,Screen,Display Assembly,Premium (OEM),8500,800,,12 months,1-2 hours,Dharampeth Hub
Motorola,Moto Edge 40,Screen,Display Assembly,Standard (HQ),4700,800,,6 months,1-2 hours,Telipura Market
Motorola,Moto Edge 40,Screen,Display Assembly,Compatible (Budget),2550,800,,1 month,1-2 hours,Telipura Market
Motorola,Moto Edge 40,Battery,Li-ion Battery,Premium (OEM),2550,400,,12 months,45 mins,Rahul Bazar
Motorola,Moto Edge 40,Battery,Li-ion Battery,Standard (HQ),1400,400,,6 months,45 mins,Dharampeth Hub
Motorola,Moto Edge 40,Battery,Li-ion Battery,Compatible (Budget),750,400,,1-3 months,45 mins,"Modi No. 3, Sitabuldi"
Motorola,Moto Edge 40,Charging port,USB/Charging Sub-board,Premium (OEM),1300,400,,12 months,1 hour,Rahul Bazar
Motorola,Moto Edge 40,Charging port,USB/Charging Sub-board,Standard (HQ),700,400,,6 months,1 hour,Telipura Market
Motorola,Moto Edge 40,Charging port,USB/Charging Sub-board,Compatible (Budget),400,400,Universal Motorola family,1-3 months,1 hour,Telipura Market
Motorola,Moto Edge 40,Back Glass,Rear Panel,Premium (OEM),2100,500,,12 months,2-3 hours,Dharampeth Hub
Motorola,Moto Edge 40,Back Glass,Rear Panel,Standard (HQ),1150,500,,6 months,2-3 hours,Telipura Market
Motorola,Moto Edge 40,Back Glass,Rear Panel,Compatible (Budget),650,500,,None,2-3 hours,"Modi No. 3, Sitabuldi"
Motorola,Moto Edge 40,Camera,Camera Module,Premium (OEM),3800,500,,12 months,1-2 hours,Dharampeth Hub
Motorola,Moto Edge 40,Camera,Camera Module,Standard (HQ),2100,500,,6 months,1-2 hours,Telipura Market
Motorola,Moto Edge 40,Camera,Camera Module,Compatible (Budget),1150,500,,1-3 months,1-2 hours,Dharampeth Hub
Motorola,Moto Edge 40,Speaker/Mic,Loudspeaker/Mic Flex,Premium (OEM),850,350,,12 months,45 mins,Telipura Market
Motorola,Moto Edge 40,Speaker/Mic,Loudspeaker/Mic Flex,Standard (HQ),450,350,,6 months,45 mins,Telipura Market
Motorola,Moto Edge 40,Speaker/Mic,Loudspeaker/Mic Flex,Compatible (Budget),250,350,Universal Motorola family,1-3 months,45 mins,Telipura Market
Motorola,Moto Edge 40,Motherboard,Logic Board Repair,Premium (OEM),6800,2000,,12 months,1-2 days,"Modi No. 3, Sitabuldi"
Motorola,Moto Edge 40,Motherboard,Logic Board Repair,Standard (HQ),3750,2000,,6 months,1-2 days,"Modi No. 3, Sitabuldi"
Motorola,Moto Edge 40,Motherboard,Logic Board Repair,Compatible (Budget),2050,2000,,1-3 months,1-2 days,Dharampeth Hub
Motorola,Moto Edge 40,Buttons/Flex,Power/Volume Flex,Premium (OEM),850,350,,12 months,1 hour,Telipura Market
Motorola,Moto Edge 40,Buttons/Flex,Power/Volume Flex,Standard (HQ),450,350,,6 months,1 hour,Telipura Market
Motorola,Moto Edge 40,Buttons/Flex,Power/Volume Flex,Compatible (Budget),250,350,Universal Motorola family,1-3 months,1 hour,"Modi No. 3, Sitabuldi"
Motorola,Moto Edge 40,Water damage,Water Damage Service,Premium (OEM),1700,1000,,Testing Only,5-6 hours,Telipura Market
Motorola,Moto Edge 40,Water damage,Water Damage Service,Standard (HQ),950,1000,,Testing Only,5-6 hours,"Modi No. 3, Sitabuldi"
Motorola,Moto Edge 40,Water damage,Water Damage Service,Compatible (Budget),500,1000,,None,5-6 hours,Telipura Market
Motorola,Moto G84,Screen,Display Assembly,Premium (OEM),4500,800,,12 months,1-2 hours,Dharampeth Hub
Motorola,Moto G84,Screen,Display Assembly,Standard (HQ),2500,800,,6 months,1-2 hours,Telipura Market
Motorola,Moto G84,Screen,Display Assembly,Compatible (Budget),1350,800,,1 month,1-2 hours,Telipura Market
Motorola,Moto G84,Battery,Li-ion Battery,Premium (OEM),1350,400,,12 months,45 mins,Rahul Bazar
Motorola,Moto G84,Battery,Li-ion Battery,Standard (HQ),750,400,,6 months,45 mins,"Modi No. 3, Sitabuldi"
Motorola,Moto G84,Battery,Li-ion Battery,Compatible (Budget),400,400,,1-3 months,45 mins,Telipura Market
Motorola,Moto G84,Charging port,USB/Charging Sub-board,Premium (OEM),700,400,,12 months,1 hour,Telipura Market
